"Group.1","Group.2","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","angle(tBodyAccMean,gravity)","angle(tBodyAccJerkMean),gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(tBodyGyroJerkMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)","subject","activity","activityDescr"
2,9,0.264585573673469,-0.0190392122220612,-0.12608922422449,-0.307715017755102,-0.297063714632653,-0.241716160522449,0.905284604081633,-0.0357994991265306,-0.248221527693878,-0.95304886877551,-0.901862661632653,-0.895076799591837,0.0849543321265306,-0.00940907240816327,0.00171605771755102,-0.302592874102041,-0.564274748367347,-0.629815332653061,-0.120073259693878,-0.0513648372640816,0.133195260495918,-0.359931246857143,-0.392548801020408,-0.145408462079184,-0.101257421402857,-0.0338753414530612,-0.0126481733632653,-0.646127463469388,-0.688183359795918,-0.639670878367347,-0.223061015836735,-0.347083447346939,-0.223061015836735,-0.347083447346939,-0.416412220408163,-0.409138780689796,-0.0929731436265306,-0.434276573469388,-0.654993610816327,-0.729300226122449,-0.311173105367347,-0.387352617346939,-0.372976517897959,-0.308421342244898,-0.298987044591837,-0.233451089485714,-0.375768019428571,-0.660125073673469,-0.428495352326531,-0.504009857918571,-0.543819314428571,-0.322382047857143,-0.482070704081633,-0.323633353836735,-0.379326232857143,-0.348717401816327,-0.175050154016327,-0.267183692836735,-0.38291537177551,-0.482975757183673,-0.329425630755102,-0.460084292571429,-0.00363844671836735,-0.38903915677551,-0.441592039306122,-0.528592006122449,-0.471235077346939,-0.229075881204082,-0.715976844693878,-0.768290642653061,0.107295823995918,-0.0286037374693878,-0.0190949769387755,0.0744499862816326,-0.717979882857143,0.108060897710204,0.199696309795918,9,2,walking_upstairs
3,9,0.295709773333333,-0.0197113482789762,-0.0909329598952381,0.141782397452381,-0.208318048909524,-0.0234267827380952,0.936395939047619,-0.0350846226414286,-0.0999444534426191,-0.954515501904762,-0.937281490714286,-0.879332713095238,0.11796536952381,-0.0155655749285714,0.00725803319047619,-0.0227380636595238,-0.324070414880952,-0.380373672047619,-0.140826637297619,-0.0656598897666667,0.132912304619048,-0.375407534857143,-0.353367699809524,-0.275441779715714,-0.0604488151071429,-0.0569878177952381,-0.0796715188357143,-0.52215593047619,-0.47006715047619,-0.436335008333333,0.0985257870547619,0.186963934460476,0.0985257870547619,0.186963934460476,-0.186095865466667,-0.0103576289761905,-0.164684018814286,-0.314798203333333,-0.487454634761905,-0.475841481904762,0.0701856262690476,-0.199354240428571,-0.117768005705476,0.165919767202381,-0.26523746252381,-0.0500276366190476,-0.0923218072880952,-0.445900117142857,-0.437669103095238,-0.261064348738095,-0.343345907952381,-0.313109056380952,-0.331118813547619,-0.253050569814286,-0.400391266761905,-0.373531638571429,-0.350768320761905,-0.186196155328571,-0.0336689518595238,-0.14316020535619,0.164615401142857,0.012405184452381,-0.0464385961571429,-0.0329216573785714,0.00866251373809524,-0.352685251666667,-0.40950936202381,0.038285828602381,-0.481482818333333,-0.505976293571429,-0.112422902190476,-0.0676108892761905,0.29979308533619,-0.135099845871429,-0.860762188095238,0.107917231761905,0.0935591518880952,9,3,walking_downstairs
4,9,0.24808940554,-0.026439836906,-0.07494417336,-0.9566632238,-0.873798926,-0.82934955628,0.916140509,-0.0429016294138,0.08782589789,-0.9549802438,-0.9450906774,-0.88411791142,0.076873542674,0.008883887534,-0.009680572561,-0.9640653494,-0.9563668842,-0.9614026502,-0.042270828278,-0.04102811894,0.0805930850508,-0.9575173242,-0.9176271648,-0.928083524,-0.09242771404,-0.046920725512,-0.052783877634,-0.964002278,-0.9715932426,-0.9680576146,-0.8917588164,-0.8626264986,-0.8917588164,-0.8626264986,-0.963866732,-0.9513300632,-0.9013854318,-0.9050397552,-0.9729029034,-0.9660500912,-0.9588496186,-0.9104067006,-0.890561041,-0.9563353444,-0.86632337806,-0.815070670624,-0.9651517132,-0.9645263832,0.0160433806,-0.26471838867,-0.274217520286,-0.9488090134,-0.9388457528,-0.9387234582,-0.9603402718,-0.9087052234,-0.9321335202,-0.144256247228,-0.373728320912,-0.18935889062,-0.8967662304,-0.8681262732,-0.0886784579,-0.9525106194,-0.9490948744,-0.9333826624,-0.9048636814,-0.21124166293,-0.9680025656,-0.9657095026,0.02414909788,-0.017559559946,0.00507476812,-0.1152658967,-0.80484261,0.114162239,-0.043703256312,9,4,sitting
5,9,0.279908187111111,-0.0207628990844444,-0.0973241708,-0.946483090888889,-0.904940174888889,-0.896466928666667,0.960263155333333,-0.0189667504962222,0.00669062104444444,-0.988898210222222,-0.972750722222222,-0.932226365555556,0.0703471996444444,0.0227970305866667,-0.00683516141311111,-0.941895393555556,-0.936670579777778,-0.957794208222222,-0.0437147702348889,-0.0585525978737778,0.100417071644444,-0.901056374,-0.926060072,-0.911917691111111,-0.0861694683111111,-0.0418611584244444,-0.0541664450822222,-0.931039981777778,-0.966752700222222,-0.952594849555556,-0.914972140222222,-0.907542676222222,-0.914972140222222,-0.907542676222222,-0.944680919555556,-0.936965460444444,-0.890343705333333,-0.889435933555556,-0.956391786444444,-0.95525316,-0.942698091555556,-0.913027048733333,-0.922681975555556,-0.948223964666667,-0.906643199555556,-0.890861082,-0.944968676666667,-0.961837588444444,-0.0366902976888889,-0.117521584377778,-0.128162006022222,-0.890417894222222,-0.940397924444444,-0.918239919777778,-0.905722720888889,-0.919280321555556,-0.918766983111111,-0.212285236355556,-0.345940521533333,-0.160374181828889,-0.918539343555556,-0.915773845555556,0.0315961847066667,-0.934266125777778,-0.940523221555556,-0.912745222666667,-0.894041922222222,-0.170652809511111,-0.956890692222222,-0.956475135777778,0.0295613916444444,0.02392576744,0.0892633216666667,0.0256616099777778,-0.855389205111111,0.0968851147333333,0.0171614044888889,9,5,standing
6,9,0.2583446544,-0.020028978602,-0.10710731994,-0.9437862608,-0.91902644,-0.9411888202,-0.5164161644,-0.11387285026,0.917121982054,-0.9232630154,-0.9710217076,-0.9708733134,0.08800699288,0.013142059344,-0.0051022237164,-0.9656642414,-0.9647689,-0.959421582,-0.012943859768,-0.15800860279,0.101301804322,-0.944417335,-0.928161427,-0.9623786854,-0.10311869,-0.026841742988,-0.05655574858,-0.9467558992,-0.9632580062,-0.9776253428,-0.9324216286,-0.91694356516,-0.9324216286,-0.91694356516,-0.9641799212,-0.9562245796,-0.9088047776,-0.9017026236,-0.9654478912,-0.9541403462,-0.948100829,-0.9367410072,-0.9468248936,-0.9424973202,-0.9155174992,-0.9421379308,-0.9652202602,-0.9604788218,-0.0755551884,-0.229433578198,-0.102721288612,-0.9326179624,-0.9359748404,-0.960657476,-0.9484938894,-0.9247076946,-0.9663764858,-0.21444020776112,-0.317633669238,-0.051763091078,-0.9281360888,-0.923602710994,-0.07576699108,-0.9554301326,-0.9564240864,-0.920987571,-0.9064649354,-0.18881963732,-0.9569532886,-0.9537633044,0.005480133992,-0.039145596218,0.063582534542,0.014268860058,0.6043910026,0.16700838244,-0.83600989386,9,6,laying
1,10,0.277774519622641,-0.016600064454717,-0.109389509603774,-0.208585463377359,-0.0605045276226415,-0.415325702264151,0.908426568490566,-0.0949462837169811,0.0396397480566038,-0.975553746226415,-0.971404853773585,-0.958771943962264,0.0898908940037736,0.000211143077358489,-0.0184968414037736,-0.0847045825660377,0.0314741621358491,-0.529095806037736,0.0102557135969811,-0.082281576961,0.100653878606604,-0.433203980754717,-0.278561354339623,-0.204511225773585,-0.118836427990566,-0.0501532381981132,-0.057139215545283,-0.386517110188679,-0.528054747358491,-0.354414149056604,-0.159872457918868,-0.213913632483019,-0.159872457918868,-0.213913632483019,-0.164731351543566,0.000462491537735848,-0.186556712622642,-0.420223724339623,-0.461056566037736,-0.517189502641509,-0.14357639109434,0.0147694636867924,-0.430939714150943,-0.236383970698113,-0.164627905883019,-0.453953031320755,-0.136876101996226,-0.574753493207547,-0.251167300335849,-0.146523379854906,0.0485893515283019,-0.299706409433962,-0.368532858867925,-0.141277315183019,-0.476505976415094,-0.234296162528302,-0.299564961509434,-0.0849222952981132,-0.11457847054717,-0.133509493166038,-0.122995630392453,-0.393241533584906,0.179914074716981,-0.0140120588490566,0.0103102585175472,-0.429977367169811,-0.515343603396226,0.134555836639623,-0.53051253509434,-0.53360665245283,-0.0214452966226415,-0.072211266245283,-0.110397880837736,0.0689122327698113,-0.803340353584906,0.152986252867925,-0.00107556072830189,10,1,walking
2,10,0.267047907446809,-0.0141469836404255,-0.116675622770213,-0.138841496361702,-0.00825227718297872,-0.0777593078361702,0.93277854,-0.0571255736808511,0.0240286011633404,-0.959782622978723,-0.936773833191489,-0.864835850212766,0.0758941341808511,0.0323172020276596,-0.062149900312766,-0.166301996787234,-0.175299133425532,-0.595980670638298,0.110095217268085,-0.106339336623404,0.0913836935510638,-0.317781763440426,0.027030326506383,-0.305368162448936,-0.164301370406383,-0.0292441542946809,-0.0423548708723404,-0.429192974255319,-0.598439776808511,-0.471227690851064,-0.013985896773617,-0.190481825512255,-0.013985896773617,-0.190481825512255,-0.247507584723404,-0.209124700357447,0.0389386088553191,-0.132966593542979,-0.518437314680851,-0.612861352553192,-0.12439450593617,-0.0395250877531915,-0.295091475531915,-0.146365454544681,-0.0554012481153191,-0.0426240165829787,-0.182840939174468,-0.649163265744681,-0.230688477851064,-0.377995194680851,-0.322907492510638,-0.222540743508511,-0.236202257702128,-0.248497712893617,-0.352279436021277,0.150897122297872,-0.389799184085106,-0.21931476698,-0.401392872042553,-0.141254204631915,-0.147172389808511,-0.342856753340426,0.0879463367723404,-0.139784320553191,-0.313201582085106,-0.275645096808511,-0.189595625,-0.173744676551064,-0.595426227234043,-0.665893123191489,0.106154274617021,-0.0386369641702128,-0.344871242851064,0.176777196004255,-0.795711233404255,0.122253050425532,0.00488636866234043,10,2,walking_upstairs
3,10,0.292536032473684,-0.0221225196868421,-0.111095172063158,0.273650652263158,0.0167323786315789,-0.193282990717105,0.940556655526316,-0.0657526230526316,0.0426780164526316,-0.938554679210526,-0.938736910263158,-0.905507789473684,0.0864449110263158,0.00454962113157895,0.0124578380421053,0.208832104157895,-0.0837413823260526,-0.324785998868421,-0.146264326202632,-0.100819955831579,0.0642122319263158,-0.298155549921053,-0.30593511,-0.0412757366710526,-0.0582121281842105,-0.0617165078947368,-0.0799041233394737,-0.407937340789474,-0.470615902105263,-0.229273978289474,0.237162065263158,0.140294994868421,0.237162065263158,0.140294994868421,0.0462061664484211,0.108882841763158,-0.0266137987842105,-0.2776519095,-0.399924834210526,-0.491610735,0.201027710263158,0.0220869201026316,-0.167183973794737,0.300149750631579,-0.0516614478842105,-0.277789992631579,0.165261669147368,-0.403852705526316,-0.238545463210526,-0.291946835815789,0.0273706415815789,-0.212737005079211,-0.273791887973684,0.0359426553815789,-0.331141505,-0.333987058421053,-0.156759884163158,-0.187789716055263,-0.0114512162421053,-0.0421168722105263,0.205550050921053,-0.0772176028447368,0.165101875355263,0.151576628578947,0.0400388655210526,-0.310993722921053,-0.384568696815789,0.0770443883838684,-0.483225957368421,-0.540645357894737,-0.0444492398421053,0.0127840847605263,0.307140114921053,-0.0706789646157895,-0.876778509210526,0.129099791368421,-0.0086532887096579,10,3,walking_downstairs
4,10,0.270527995740741,-0.0148659386298148,-0.103181892240741,-0.982378792777778,-0.915907636074074,-0.96568652962963,0.792741223333333,-0.0443690375925926,0.198052643818519,-0.973091719074074,-0.935534566851852,-0.965870854259259,0.0774472096851852,0.00945308670555556,-0.00436609277481481,-0.988134392962963,-0.979051576296296,-0.987633727037037,-0.0431368233703704,-0.067010481462963,0.0744081233333333,-0.987382694444444,-0.98328220462963,-0.959744690925926,-0.0931455912962963,-0.041327192037037,-0.04856643054,-0.991116853333333,-0.992118637222222,-0.989659058888889,-0.959267176851852,-0.937619309444444,-0.959267176851852,-0.937619309444444,-0.987369091851852,-0.983504967592593,-0.942879507407407,-0.961435753148148,-0.993123235,-0.990885050925926,-0.984273116851852,-0.938595322962963,-0.973407148333333,-0.981790165185185,-0.9107907395,-0.963697720185185,-0.988577881111111,-0.98856084462963,0.188230039666667,-0.0335482276627778,0.115648561262963,-0.984791989444444,-0.985249961481481,-0.964574948518519,-0.988287328518519,-0.982405892962963,-0.961823507962963,0.203234393166667,0.0525919961296296,-0.0815385487592593,-0.95364752537037,-0.939568626666667,0.215938470277778,-0.984481851851852,-0.981251139444444,-0.973116852962963,-0.960920051296296,-0.00224408035185185,-0.991503409074074,-0.990505329814815,0.0075903249537037,0.0558978017296296,-0.0124552847130926,-0.0477319474796296,-0.543886825555556,0.110984254685185,-0.118796173,10,4,sitting
5,10,0.274344665681818,-0.0156137242863636,-0.107516038977273,-0.932772772272727,-0.886407202909091,-0.899355012045455,0.952518317272727,-0.0479300984613636,0.0314631390113636,-0.989099773181818,-0.972993857272727,-0.957710978863636,0.0873988407954545,0.0175112148529545,-0.0107954252215909,-0.926936434090909,-0.909987986818182,-0.950998087272727,-0.0306699298104545,-0.0784087564318182,0.0977872951363636,-0.903671434318182,-0.922814674477273,-0.923086633863636,-0.113941278909091,-0.0458414539590909,-0.0479916789090909,-0.931089656590909,-0.956343472727273,-0.942938930909091,-0.905868291590909,-0.895635347272727,-0.905868291590909,-0.895635347272727,-0.931054000681818,-0.914072637954545,-0.887820477,-0.880755803636364,-0.949419736363636,-0.947173429318182,-0.935980995909091,-0.889209189318182,-0.922600539363636,-0.933755589318182,-0.891490726409091,-0.894857975909091,-0.93252218,-0.955171704318182,0.237973438954545,-0.182261792295455,-0.00174231373863636,-0.894006546136364,-0.930840210681818,-0.918038851590909,-0.907359951818182,-0.919482145659091,-0.931892823181818,-0.276158617606818,-0.151984193886364,-0.0964743450386364,-0.903334138613636,-0.907857012272727,0.0877922011340909,-0.916254589477273,-0.912088274545454,-0.905101580681818,-0.885965477045455,-0.220302534318182,-0.948310165,-0.949112720909091,0.00572616816590909,-0.00805803896522727,0.05021964625,0.118443234863636,-0.8168682025,0.115947684154545,-0.000184155379545455,10,5,standing
6,10,0.280183706206897,-0.0241958553275862,-0.117014634086207,-0.968609476551724,-0.947548887413793,-0.960769798965517,-0.404307934827586,-0.124187266206897,-0.0155504484655172,-0.954804477241379,-0.966874777068966,-0.963117338465517,0.0738212029017241,0.0163755536418966,0.00950271328689655,-0.978330522413793,-0.967351642931034,-0.976852390862069,-0.0198608333344828,-0.07720625483,0.105026682137931,-0.963676409655172,-0.954153942241379,-0.972429652241379,-0.0971294315,-0.0390562241275862,-0.059539761137931,-0.9685536,-0.967176722241379,-0.98419529,-0.957167837068965,-0.94213415862069,-0.957167837068965,-0.94213415862069,-0.976572782758621,-0.96844057362069,-0.93832080637931,-0.930604073965517,-0.971614626724138,-0.961816635,-0.969520718965517,-0.955560170689655,-0.965916893103448,-0.968289883103448,-0.947185368775862,-0.960772257465517,-0.97932346137931,-0.978953809137931,0.0559010247939655,0.0502438740310345,0.148796780356897,-0.957277614655172,-0.955137934310345,-0.970314600344828,-0.965919196206897,-0.953958580862069,-0.975719262758621,0.0644798244448276,0.0681128428896552,0.159687084460345,-0.952942368103448,-0.945686172413793,0.264696755055172,-0.969371459482759,-0.966343881034483,-0.941119735517241,-0.936044228103448,0.206256706886207,-0.963071673448276,-0.962919722413793,-0.0241003753927759,-0.00286354102413793,0.0217268993982759,0.0663072608482759,0.530159524137931,0.199466521293103,0.0906272432586207,10,6,laying
1,11,0.271821892881356,-0.0166475833623729,-0.106096304033898,-0.422842071864407,-0.0522120750440678,-0.530626311355932,0.946468451355932,-0.212045870169492,0.134053215101695,-0.98110101440678,-0.966240553559322,-0.960852684067797,0.0829709328491525,0.0127682476559322,-0.013364827779661,-0.428516343559322,-0.181419230254237,-0.720654731186441,-0.0426928995457627,-0.0705104974254237,0.0843744495507542,-0.596346930847458,-0.499625287288136,-0.434178202542373,-0.0918204195491525,-0.0514172549559322,-0.0342677451,-0.541616397118644,-0.737993755932203,-0.551079942542373,-0.288323472033898,-0.487735915084746,-0.288323472033898,-0.487735915084746,-0.402333202033898,-0.403141284745763,-0.421801673559322,-0.558362783220339,-0.63073270559322,-0.753671416101695,-0.396533731864407,-0.0830478435976271,-0.616402910169492,-0.433703311525424,-0.0966068285372881,-0.523093394915254,-0.453265268813559,-0.747564612033898,-0.353419932627119,-0.427889402576271,-0.0923919508661017,-0.514753307627119,-0.593107398474576,-0.398293336610169,-0.623150268983051,-0.453663184067797,-0.498554639491525,-0.175946093932203,-0.297177112525424,-0.184065788254237,-0.458514062542373,-0.584455992033898,0.0935818048854746,-0.395116134237288,-0.41744681559322,-0.610222628813559,-0.59974543779661,-0.0748370693566102,-0.751914457457627,-0.773574064745763,0.0619381137627119,-0.0436671078627119,0.0579730796779661,0.0128608812542373,-0.770427852881356,0.228650907627119,-0.0716213475762712,11,1,walking
2,11,0.263775859277778,-0.0303157822055556,-0.106797216481481,-0.238802959018519,-0.103167501868519,-0.203369399185185,0.892626155555556,-0.343576924814815,0.146633747092593,-0.953463105740741,-0.924360832962963,-0.906933171111111,0.0968561683092593,-0.0132625289255556,-0.0151463896833333,-0.452961683518519,-0.428119229814815,-0.785359167222222,-0.0820909701727778,-0.0566928808703704,0.0638054379968518,-0.501331630185185,-0.28204453962963,-0.694658851666667,-0.0645245413759259,-0.0719834687944444,-0.046076149625,-0.660431336111111,-0.809459436666667,-0.777173388518518,-0.132594623759259,-0.289592148148148,-0.132594623759259,-0.289592148148148,-0.509587701296296,-0.490485807222222,-0.255048336944444,-0.377909862407407,-0.757314813888889,-0.80112703962963,-0.355348902222222,-0.254645206944444,-0.551742083518519,-0.198733655611111,-0.0885048145574074,-0.113701770190741,-0.495927371666667,-0.803845087037037,-0.446992354759259,-0.461641074074074,-0.482497119833333,-0.471782782222222,-0.581167154444444,-0.674671878518519,-0.517811645740741,-0.153787850538889,-0.729928728518519,-0.245040398462963,-0.63553191687037,-0.183328377796296,-0.336061027407407,-0.376027878888889,-0.137089383,-0.475928501666667,-0.513703461481481,-0.55009966,-0.381223382777778,-0.377996100925926,-0.795986113703704,-0.822428718888889,-0.0168575571111111,-0.0632903681592593,-0.00955657777777778,-0.0708590174814815,-0.645453650555556,0.321428288888889,-0.0805376936666667,11,2,walking_upstairs
3,11,0.291605631956522,-0.0178097721219565,-0.111070149978261,0.142456557034783,0.0708122725543478,-0.324026938043478,0.941746406521739,-0.200321942608696,0.132371684891304,-0.954497498695652,-0.926310469565217,-0.925814906086956,0.0897168657173913,0.0252274201521739,-0.0225208905847826,-0.0834212653347826,-0.126816662141304,-0.579710482173913,-0.12506869905,-0.0262775345369565,0.057524457376087,-0.374069023580435,-0.495911719565217,-0.318959594782609,-0.0220916265065217,-0.0520272987304348,-0.0373048405934783,-0.53437494826087,-0.684593318695652,-0.480559152608696,0.126227657258696,0.0507743652521739,0.126227657258696,0.0507743652521739,-0.198206139934783,-0.127017223413043,-0.19788336026087,-0.339349828493478,-0.599294760652174,-0.677750588478261,0.0351937228130435,0.0247508134326087,-0.377624755652174,0.179906764395652,0.0262777181065217,-0.348626581521739,-0.120463004665217,-0.628902742826087,-0.338849974521739,-0.455972775869565,-0.244414661282609,-0.318777012804348,-0.528254524130435,-0.273459111956522,-0.397722757934783,-0.481127494565217,-0.397220471086957,-0.263295935608696,-0.255277887913043,-0.150480042398261,0.0902807576630435,-0.137123060369565,0.0316725683978261,-0.097454996626087,-0.173661753717391,-0.456170108913043,-0.380559426947826,-0.169884463904348,-0.668340527608696,-0.714229669347826,-0.0465072536521739,0.0251428884217391,0.297576119782609,-0.223672056052174,-0.780245904347826,0.221263763913043,-0.0709612617173913,11,3,walking_downstairs
4,11,0.276590197358491,-0.0149195616754717,-0.112840218339623,-0.982796562075472,-0.921402118113208,-0.968370181886792,0.871963798301887,0.213716305739623,0.188531695981132,-0.988069341132075,-0.949792572075472,-0.971661610754717,0.0761777324716981,-0.000213838552075472,0.00833400761716981,-0.980335163584906,-0.966766643396226,-0.983441609622641,-0.0399984915849057,-0.0755284478679245,0.0761739419056604,-0.988164911509434,-0.982249040188679,-0.95284431245283,-0.0948423481320755,-0.0392813049264151,-0.0505395462396226,-0.990501518301887,-0.988554820188679,-0.981016044716981,-0.961970763773585,-0.944581826415094,-0.961970763773585,-0.944581826415094,-0.97935563509434,-0.974511726792453,-0.951884472075472,-0.959964488301887,-0.989519031132076,-0.986256664716981,-0.981481454339623,-0.934503182830189,-0.972855110377359,-0.983389810188679,-0.920047161698113,-0.967884390943396,-0.980831750377358,-0.984349606792453,0.153320197518868,-0.0805058031716981,0.0755982625849057,-0.985106875471698,-0.98263664490566,-0.954453821132075,-0.989189512641509,-0.982137919056604,-0.956802766792453,0.115678529336604,-0.102473210571698,-0.0459579465849057,-0.953066009056604,-0.948521986037736,0.198648837339623,-0.975315331509434,-0.972289134150943,-0.969799951132076,-0.960711241886792,-0.0398966601509434,-0.987255972641509,-0.985607229245283,-0.0117860105754717,-0.010568244054717,-0.00398002958490566,-0.0254148949339623,-0.663459875471698,-0.0686398358490566,-0.112035600849057,11,4,sitting
5,11,0.277715562765957,-0.0171990886595745,-0.108686630425532,-0.994978878723404,-0.964173331702128,-0.986382712765957,0.956464535957447,-0.173082704680851,0.127198423404255,-0.994529398085106,-0.981047828723404,-0.989433253617021,0.0760097721914894,0.0124130965551064,-0.00074591623212766,-0.992527404255319,-0.979428279574468,-0.990132989574468,-0.0293141521489362,-0.0765465041914894,0.0810588216170213,-0.980242494680851,-0.994210471914894,-0.980636664893617,-0.099519355893617,-0.0395992140851064,-0.0524732752340426,-0.986690403617021,-0.995571631276596,-0.990663218510638,-0.984853836595745,-0.98030536893617,-0.984853836595745,-0.98030536893617,-0.989242377234043,-0.988853960638298,-0.979978011489362,-0.977071437446808,-0.993428183617021,-0.992579166595745,-0.993808050638298,-0.968703072553191,-0.987669785531915,-0.995573762978723,-0.96350679,-0.985958517446809,-0.992385450851064,-0.990378149574468,0.312171839674468,-0.0305094144893617,0.120740566368085,-0.978301717234043,-0.994025488297872,-0.980762968085106,-0.981009115744681,-0.994353086595745,-0.98230878106383,-0.129935993361702,0.11920123437234,-0.0212967788297872,-0.982255413617021,-0.981503969574468,0.233078227234043,-0.988636595319149,-0.98802123106383,-0.982576519787234,-0.977437710851064,-0.0478486176276596,-0.992981019787234,-0.992277468510638,-0.00231669177765958,-0.0139522134659574,0.0185935504468085,0.0126784429404255,-0.801986404255319,0.201762944893617,-0.0668709773829787,11,5,standing
6,11,0.280592970877193,-0.0176598052315789,-0.108786578070175,-0.98477733,-0.972196873859649,-0.971311176842105,-0.134832031403509,0.943017941403509,0.112620189964912,-0.97956560245614,-0.990765579649123,-0.984192606315789,0.0766645337017544,0.0122193853629825,0.00277690502070175,-0.985259108596491,-0.972777455263158,-0.982111784210526,-0.0191743840136842,-0.041559989822807,0.152019015929825,-0.980836884561403,-0.982442644035088,-0.959897432807018,-0.102297501877193,-0.0412391429298246,-0.0666957489649123,-0.981724838421053,-0.990845724736842,-0.986549063333333,-0.980621180175439,-0.972891829473684,-0.980621180175439,-0.972891829473684,-0.983330628421053,-0.976504858596491,-0.952523752105263,-0.954713182807018,-0.990641248245614,-0.984476476666667,-0.983801365614035,-0.971403935438596,-0.973576812807018,-0.985322211929825,-0.973589287368421,-0.971668077017544,-0.984884874385965,-0.983302949122807,0.178104551486316,0.00344999603508772,0.0300169449866667,-0.97618747122807,-0.982640271929825,-0.961434420701754,-0.982424585438596,-0.982660631754386,-0.963183902982456,0.00610819990350877,0.104942477754386,0.0963568933754386,-0.973994004561404,-0.976037695614035,0.336010660578947,-0.976940774561403,-0.975126531403509,-0.967093356491228,-0.954849053508772,0.0406004062738596,-0.985978837192982,-0.983569468245614,0.00275033849298246,0.00143538724210526,-0.0220259476017544,0.0529916131647368,0.345277759649123,-0.813130779824561,-0.0593468643842105,11,6,laying
1,12,0.2777908268,-0.015303605182,-0.10386781786,-0.163092649318,-0.156799306668,-0.4323710092,0.9105923772,-0.1174304556,-0.0235000572,-0.979209061,-0.965536011,-0.9510659304,0.048752833782,0.0111395416736,0.005416400284,-0.05492231846,-0.126872364585,-0.5317082724,-0.1055035409798,-0.0355529338,0.1023547239984,-0.5639517418,-0.469172586,-0.37264923564,-0.06216966254,-0.045361546872,-0.0479660339866,-0.415700192,-0.596025504,-0.4997545972,-0.137161787028,-0.26650126262,-0.137161787028,-0.26650126262,-0.179609529808,-0.06142614784,-0.37874390092,-0.4336814214,-0.5360938804,-0.564382785,-0.09231194551,-0.108486765292,-0.4437485828,-0.193314084654,-0.23849607426,-0.4723526172,-0.12002810034,-0.5506604902,-0.2669103365,-0.22052170818,-0.16899524602,-0.4245306084,-0.4872032082,-0.34081846136,-0.609250667,-0.4636664234,-0.442251454,0.007873539322,-0.034706854306,-0.030103375422,-0.187883010004,-0.4303597852,0.23850173526,-0.071277613738,-0.054825550096,-0.4619827774,-0.5124124938,0.13371765159,-0.576275017,-0.5798344978,0.039474248878,0.01862658648,0.18132567458,-0.10272105134,-0.8031148294,0.1575185112,0.03653404968,12,1,walking
